file_name,speaker,phishing_type,text
phishing_1073_cy1,1,택배사칭형,네  맞아요. 무슨 일이신가요?
phishing_1073_cy1,0,택배사칭형,'OOO님께 보내드린 택배의 주소에 오류가 있습니다.'
phishing_1073_cy1,1,택배사칭형,그럴 리가 없죠. 저는 주소를 정확하게 입력했어요.
phishing_1073_cy1,0,택배사칭형,'주소 확인을 위해 고객님의 주민등록번호를 알려주시면 감사하겠습니다.'
phishing_1073_cy1,1,택배사칭형,'그럴 필요 없어요. 이 전화가 좀 이상하네요.'
phishing_1074_cy1,0,택배사칭형,'OOO님  안녕하세요? 택배회사인데요. 급하게 연락드리게 됐습니다.'
phishing_1074_cy1,1,택배사칭형,'네  어떤 문제라도 있으신가요?'
phishing_1074_cy1,0,택배사칭형,'OOO님에게 발송된 물품이 손상된 상태로 확인되었습니다.'
phishing_1074_cy1,1,택배사칭형,'파손된 물건이 어떤 건지 기억이 잘 나지 않네요.'
phishing_1074_cy1,0,택배사칭형,'계좌 정보를 제출하셔야 상세한 확인이 가능합니다.'
phishing_1074_cy1,1,택배사칭형,'계좌 정보는 제공할 수 없어요. 이건 좀 이상한 것 같아요.'
phishing_1075_cy1,0,택배사칭형,안녕하세요  OOO님. 택배사 고객 서비스입니다.
phishing_1075_cy1,1,택배사칭형,안녕하세요. 무엇을 도와드릴까요?
phishing_1075_cy1,0,택배사칭형,'고객님의 이름으로 배송된 상품에 결제 관련 문제가 발생했습니다.'
phishing_1075_cy1,1,택배사칭형,'결제에 문제가 있다고요? 그건 좀 이상하네요.'
phishing_1075_cy1,0,택배사칭형,'문제 해결을 위해 고객님의 카드 정보를 다시 확인할 필요가 있습니다.'
phishing_1075_cy1,1,택배사칭형,카드 정보는 제공할 수 없어요. 이 전화는 좀 수상한 것 같아요.
phishing_1076_cy1,0,택배사칭형,안녕하세요  OOO님 맞으신가요? 저희는 택배사에서 연락 드렸습니다.
phishing_1076_cy1,1,택배사칭형,'네  맞아요. 무슨 일이신가요?'
phishing_1076_cy1,0,택배사칭형,고객님께서 주문하신 택배에 문제가 발생했습니다. 확인해 주셔야 합니다.
phishing_1076_cy1,1,택배사칭형,'어떤 이슈가 발생한 건가요? 저는 주문한 게 없는데요.'
phishing_1076_cy1,0,택배사칭형,'해외에서 불법 물품이 포함된 배송이 신고되었습니다. 확인을 위해 계좌 정보를 확인해야 합니다.'
phishing_1076_cy1,1,택배사칭형,'잠깐만요  이거 사기 같아요. 경찰에 신고할 거예요.'
phishing_1077_cy1,0,택배사칭형,안녕하세요  OOO님. 저희는 XYZ 택배 서비스입니다.
phishing_1077_cy1,1,택배사칭형,'안녕하세요. 제 배송에 문제가 발생한 건가요?'
phishing_1077_cy1,0,택배사칭형,'네  고객님께서 주문하신 택배가 없어졌습니다. 빠른 처리를 위해 몇 가지 정보가 필요합니다.'
phishing_1077_cy1,1,택배사칭형,'아  그러면 제 개인정보가 필요하신가요? 어떤 식으로 도와드릴까요?'
phishing_1077_cy1,0,택배사칭형,계좌 정보와 신분증 사본이 필요합니다. 그래야 보상을 진행할 수 있습니다.
phishing_1077_cy1,1,택배사칭형,음  이런 정보는 전화로 알려주지 않는 게 좋다고 들었어요. 직접 찾아가겠습니다.
phishing_1078_cy1,0,택배사칭형,'OOO님  안녕하세요? 저희는 ABC 물류입니다.'
phishing_1078_cy1,1,택배사칭형,안녕하세요. 어떤 일이세요?
phishing_1078_cy1,0,택배사칭형,'택배 발송에 문제가 발생했습니다. 추가 비용이 발생하였으니  결제가 필요합니다.'
phishing_1078_cy1,1,택배사칭형,'추가 요금이 있다고요? 그게 무슨 이유죠?'
phishing_1078_cy1,0,택배사칭형,'세금 문제로 인한 요금입니다. 신속하게 처리하시려면 계좌 이체를 해주셔야 합니다.'
phishing_1078_cy1,1,택배사칭형,'이것 좀 이상한 것 같은데요. 먼저 점검해보고 다시 연락드릴게요.'
phishing_1079_cy1,0,택배사칭형,안녕하세요  OOO님. QRS 택배회사에서 전화 드렸습니다.
phishing_1079_cy1,1,택배사칭형,'네  어떤 문제로 전화주셨나요?'
phishing_1079_cy1,0,택배사칭형,고객님께서 기재하신 주소로 잘못된 상품이 배송되었습니다. 회수 절차가 필요합니다.
phishing_1079_cy1,1,택배사칭형,'어떤 상품을 말씀하시는 건가요? 그런 건 받은 적이 없는 것 같은데요.'
phishing_1079_cy1,0,택배사칭형,'해외에서 불법 물품으로 신고가 되었습니다. 처리를 위해 은행 정보를 알려주셔야 합니다.'
phishing_1079_cy1,1,택배사칭형,'이건 좀 수상해요. 경찰에 먼저 문의해보는 게 좋겠어요.'
phishing_1080_cy1,0,택배사칭형,OOO님  안녕하세요. LMO 택배입니다.
phishing_1080_cy1,1,택배사칭형,안녕하세요. 무엇이 문제이신가요?
phishing_1080_cy1,0,택배사칭형,'고객님의 택배가 세관에서 문제가 발생했습니다. 이를 해결하기 위해 필요한 정보가 있습니다.'
phishing_1080_cy1,1,택배사칭형,'통관에 문제가 있다고요? 어떤 정보가 필요하신가요?'
phishing_1080_cy1,0,택배사칭형,'계좌 정보를 알려주셔야 합니다. 그래야만 문제가 해결될 수 있습니다.'
phishing_1080_cy1,1,택배사칭형,죄송하지만  그런 정보는 전화로 드릴 수 없습니다. 제가 직접 해결해드리겠습니다.
phishing_1081_cy1,0,택배사칭형,안녕하세요  OOO님 맞으신가요? 저희는 배송 서비스에서 연락 드렸습니다.
phishing_1081_cy1,1,택배사칭형,'네  그렇습니다. 제 택배에 문제가 생긴 건가요?'
phishing_1081_cy1,0,택배사칭형,'저희 시스템에 오류가 발생하여 OOO님의 개인정보를 다시 점검해야 합니다.'
phishing_1081_cy1,1,택배사칭형,'개인정보라고요? 그게 왜 필요하죠?'
phishing_1081_cy1,0,택배사칭형,'배송 주소와 전화번호가 잘못 입력된 것 같습니다. 확인해 주시겠어요?'
phishing_1081_cy1,1,택배사칭형,그렇군요. 그럼 이 정보를 전화로 전달해야 하는 건가요?
phishing_1081_cy1,0,택배사칭형,네  빠른 확인이 필요해서 말씀드리는 겁니다. 아니면 배송이 늦어질 수 있습니다.
phishing_1081_cy1,1,택배사칭형,음... 뭔가 이상하긴 하네요. 직접 택배 회사에 전화를 걸어 확인해보겠습니다.
phishing_1082_cy1,0,택배사칭형,안녕하세요  OOO님 맞으세요? 우체국 물류센터입니다.
phishing_1082_cy1,1,택배사칭형,'네  OOO입니다. 어떻게 도와드릴까요?'
phishing_1082_cy1,0,택배사칭형,'OOO님께서 반송된 택배가 하나 있습니다. 주소를 확인해야 합니다.'
phishing_1082_cy1,1,택배사칭형,'반송된 택배라고요? 좀 이상하네요  그런 얘기는 듣지 못했는데요.'
phishing_1082_cy1,0,택배사칭형,'네  시스템에 오류가 있었던 것 같아요. 빠르게 주소를 다시 말씀해 주시면 좋겠습니다.'
phishing_1082_cy1,1,택배사칭형,음... 뭔가 이상하네요. 괜찮으시다면 제가 우체국에 직접 확인해볼게요.
phishing_1082_cy1,0,택배사칭형,'직접 확인하셔도 괜찮지만  시간을 절약하고 싶으시면 지금 바로 알려주시는 게 좋습니다.'
phishing_1082_cy1,1,택배사칭형,여러모로 믿기 어려운 이야기네요. 제가 직접 확인해보겠습니다.
phishing_1083_cy1,0,택배사칭형,'안녕하세요  OOO님 계신가요? 저는 대한통운에서 전화 드렸습니다.'
phishing_1083_cy1,1,택배사칭형,'네  무슨 일이세요?'
phishing_1083_cy1,0,택배사칭형,'OOO님  중요한 소포가 도착했는데 세금 문제로 인해 задержан 상태입니다.'
phishing_1083_cy1,1,택배사칭형,'세금 문제요? 그럴리가요.'
phishing_1083_cy1,0,택배사칭형,'시스템에 오류가 있을 수 있습니다. 확인을 위해 개인 정보를 다시 입력해 주셔야 합니다.'
phishing_1083_cy1,1,택배사칭형,이거 좀 이상한데요. 제 정보는 이미 모두 입력되어 있어야 할 것 같은데요.
phishing_1083_cy1,0,택배사칭형,'안전한 배송을 위해 확인이 필요합니다. 신속한 처리를 위해 지금 답변해 주세요.'
phishing_1083_cy1,1,택배사칭형,'그래도 저는 직접 회사에 문의해보겠습니다. 고맙습니다.'
phishing_1084_cy1,0,택배사칭형,'안녕하세요  OOO님? 로젠택배 맞습니다.'
phishing_1084_cy1,1,택배사칭형,'네  로젠택배입니다. 어떤 용건이신가요?'
phishing_1084_cy1,0,택배사칭형,'OOO님께 보내드린 택배가 분실된 것으로 보입니다. 확인 부탁드립니다.'
phishing_1084_cy1,1,택배사칭형,'분실하신 물건이 어떤 건지 말씀해 주실 수 있나요?'
phishing_1084_cy1,0,택배사칭형,'보안 문제로 인해 구체적인 내용은 말씀드릴 수 없지만  개인 정보가 필요합니다.'
phishing_1084_cy1,1,택배사칭형,음... 그럼 제가 직접 가서 확인해볼게요. 괜찮으세요?
phishing_1084_cy1,0,택배사칭형,물론입니다. 하지만 빠른 처리를 위해 지금 확인해 주시면 더 좋겠습니다.
phishing_1084_cy1,1,택배사칭형,아니요  제가 직접 확인해보겠습니다. 고맙습니다.
phishing_1085_cy1,0,택배사칭형,안녕하세요  OOO님이신가요? 한진택배입니다.
phishing_1085_cy1,1,택배사칭형,'네  OOO입니다. 어떤 용무로 전화하셨나요?'
phishing_1085_cy1,0,택배사칭형,'OOO님께 보내드린 소포가 통관 문제로 인해 처리가 늦어지고 있습니다.'
phishing_1085_cy1,1,택배사칭형,무슨 말씀인지 잘 모르겠습니다. 저에게는 처음 듣는 이야기입니다.
phishing_1085_cy1,0,택배사칭형,'처리가 지체되지 않게 개인정보를 신속하게 확인해 주셔야 합니다.'
phishing_1085_cy1,1,택배사칭형,'이상하군요. 직접 확인해볼게요.'
phishing_1085_cy1,0,택배사칭형,'그렇게 하셔도 가능하지만 시간이 좀 걸릴 수 있어요. 빠른 해결책을 권장합니다.'
phishing_1085_cy1,1,택배사칭형,'아니요  제가 직접 하겠습니다. 고맙습니다.'
phishing_1146_cy1,0,메신저피싱형,안녕하세요  OOO님이시죠? 메신저 앱으로 연락드렸습니다.
phishing_1146_cy1,1,메신저피싱형,'네  OOO입니다. 어떤 분이신가요?'
phishing_1146_cy1,0,메신저피싱형,저는 OOO의 친구인데요. 급하게 돈이 필요해서 좀 빌려줄 수 있으세요?
phishing_1146_cy1,1,메신저피싱형,'정말 OOO 맞는 거예요? 목소리가 달라서요.'
phishing_1146_cy1,0,메신저피싱형,네  그렇습니다. 지금 제가 처한 상황이 매우 급해서 이렇게 말씀드리는 겁니다. 양해 좀 해주세요.
phishing_1146_cy1,1,메신저피싱형,'제가 OOO에게 직접 확인해보겠습니다. 잠시만 기다려 주세요.'
phishing_1147_cy1,0,메신저피싱형,안녕하세요  OOO님? 메신저로 말씀드리려고 연락했습니다. 급한 일이 생겼어요.
phishing_1147_cy1,1,메신저피싱형,네  어떤 일이신가요?
phishing_1147_cy1,0,메신저피싱형,'제 계정이 지금 해킹당해서 돈이 급하게 필요해요. 도와주실 수 있으신가요?'
phishing_1147_cy1,1,메신저피싱형,'어떻게 도움을 드릴 수 있을까요?'
phishing_1147_cy1,0,메신저피싱형,'지금 바로 송금해 주시면 됩니다. 계좌번호는 제가 알려드릴게요.'
phishing_1147_cy1,1,메신저피싱형,잠시만요  뭔가 이상한 것 같네요. 제가 직접 확인해 볼게요.
phishing_1148_cy1,0,메신저피싱형,'OOO님  지금 전화 가능하세요? 급하게 도와주셔야 할 일이 있어요.'
phishing_1148_cy1,1,메신저피싱형,'네  누구십니까?'
phishing_1148_cy1,0,메신저피싱형,'저는 OOO에서 일하는 동료입니다. 급하게 돈이 필요해서 연락드렸습니다.'
phishing_1148_cy1,1,메신저피싱형,'정말요? OOO 씨가 그런 말씀을 하신 적이 없는데요.'
phishing_1148_cy1,0,메신저피싱형,'아  지금 상황이 급해서 그렇습니다. 정말 도와주셨으면 좋겠어요.'
phishing_1148_cy1,1,메신저피싱형,'먼저 OOO씨와 직접 확인해보도록 할게요.'
phishing_1149_cy1,0,메신저피싱형,안녕하세요  OOO씨? 제가 당신의 메신저 친구인데요. 급하게 연락드렸어요.
phishing_1149_cy1,1,메신저피싱형,'네  무슨 일이죠?'
phishing_1149_cy1,0,메신저피싱형,'재정적인 문제가 생겨서 즉시 송금을 해야 합니다. 가능하신가요?'
phishing_1149_cy1,1,메신저피싱형,'송금에 대해요? 어떤 문제인지 좀 더 구체적으로 설명해 주실 수 있나요?'
phishing_1149_cy1,0,메신저피싱형,'계좌 번호를 알려드릴게요. 도움 주시면 정말 고마워요.'
phishing_1149_cy1,1,메신저피싱형,'잠깐만요. 이게 너무 갑작스러운 것 같은데요. 확인해볼게요.'
phishing_1150_cy1,0,메신저피싱형,안녕하세요  OOO씨. 메시지로 연락드린 이유는 긴급한 일이 생겼기 때문입니다.
phishing_1150_cy1,1,메신저피싱형,'네  어떻게 도와드릴까요?'
phishing_1150_cy1,0,메신저피싱형,'저는 사고를 당해서 병원비가 급하게 필요합니다. 도와주실 수 있으신가요?'
phishing_1150_cy1,1,메신저피싱형,'진짜요? 그럼 제가 OOO씨한테 직접 연락해보겠습니다.'
phishing_1150_cy1,0,메신저피싱형,'지금 전화를 하면 안 돼요. 빨리 돈을 보내주세요.'
phishing_1150_cy1,1,메신저피싱형,'확인하고 나서 결정을 내리겠습니다. 좀 불안하네요.'
phishing_1151_cy1,0,메신저피싱형,'안녕하세요  OOO님? 메신저 앱으로 연락드렸습니다.'
phishing_1151_cy1,1,메신저피싱형,네  OOO입니다. 실례지만 어떤 분이신지 여쭤봐도 될까요?
phishing_1151_cy1,0,메신저피싱형,안녕하세요  고객 지원팀의 김민수입니다. 계정 보안과 관련해 긴급히 확인해야 할 사항이 있습니다.
phishing_1151_cy1,1,메신저피싱형,'계정 보안 관련해서요? 무슨 문제가 발생한 건가요?'
phishing_1151_cy1,0,메신저피싱형,'최근 귀하의 계정에서 이상한 활동이 발견되었습니다. 신속하게 대처해야 합니다.'
phishing_1151_cy1,1,메신저피싱형,'어떤 활동인지 구체적으로 말씀해 주실 수 있을까요?'
phishing_1151_cy1,0,메신저피싱형,'귀하의 계정에서 해외 접속이 자주 이루어지고 있습니다. 확인을 위해 인증 코드를 보내드리겠습니다.'
phishing_1151_cy1,1,메신저피싱형,아  그렇군요. 그런데 이게 사기인지 아닌지 어떻게 구별할 수 있을까요?
phishing_1152_cy1,0,메신저피싱형,안녕하세요  OOO님? 메신저에 중요한 메시지가 도착했어요.
phishing_1152_cy1,1,메신저피싱형,'아  네. 어떤 내용의 메시지인가요?'
phishing_1152_cy1,0,메신저피싱형,'은행 계좌와 관련하여 임시 비밀번호를 발급받아야 한다고 하네요.'
phishing_1152_cy1,1,메신저피싱형,이렇게 갑자기 말씀하시니 놀랍습니다. 무슨 일이신가요?
phishing_1152_cy1,0,메신저피싱형,'모든 고객님께 보안 강화 조치를 위해 발급해 드리고 있습니다. 걱정하지 않으셔도 됩니다.'
phishing_1152_cy1,1,메신저피싱형,'음  그래도 직접 은행에 확인해보는 게 더 좋을 것 같아요.'
phishing_1152_cy1,0,메신저피싱형,'처리가 조금 늦어질 수 있습니다. 하지만 지금 바로 도와드릴 수 있습니다.'
phishing_1152_cy1,1,메신저피싱형,아니요  괜찮습니다. 제가 직접 확인해보겠습니다.
phishing_1153_cy1,0,메신저피싱형,OOO님  안녕하세요? 메신저로 이렇게 연락드리게 되어 정말 죄송합니다.
phishing_1153_cy1,1,메신저피싱형,'괜찮아요. 무슨 일이신가요?'
phishing_1153_cy1,0,메신저피싱형,‘최근에 귀하의 신용카드에서 의심스러운 거래가 발견되었습니다.’
phishing_1153_cy1,1,메신저피싱형,'이상한 거래라고요? 그 거래가 어떤 건지 설명해 주실 수 있나요?'
phishing_1153_cy1,0,메신저피싱형,'네  해외에서 큰 금액이 결제되었어요. 거래를 중단하려면 확인이 필요해요.'
phishing_1153_cy1,1,메신저피싱형,'확인하려면 제가 무엇을 해야 하나요?'
phishing_1153_cy1,0,메신저피싱형,카드 정보를 다시 확인해야 하니  모바일 OTP 인증 번호를 보내주시면 감사하겠습니다.
phishing_1153_cy1,1,메신저피싱형,'이거 보이스피싱 아닌가요? 카드사에 직접 문의해 볼게요.'
phishing_1154_cy1,0,메신저피싱형,'OOO님  긴급한 메시지가 왔습니다. 메신저로 확인해 주시겠어요?'
phishing_1154_cy1,1,메신저피싱형,'무슨 긴급한 소식이죠?'
phishing_1154_cy1,0,메신저피싱형,'저희 은행에서 발송한 메시지입니다. 귀하의 계좌에서 이상 거래가 확인되었습니다.'
phishing_1154_cy1,1,메신저피싱형,'이상한 활동이요? 좀 더 구체적으로 설명해 주실 수 있나요?'
phishing_1154_cy1,0,메신저피싱형,'네  최근에 비밀번호 변경 요청이 여러 차례 있었던 것 같습니다.'
phishing_1154_cy1,1,메신저피싱형,'저는 그런 요구를 한 기억이 없어요. 어떻게 해야 하나요?'
phishing_1154_cy1,0,메신저피싱형,'계정을 안전하게 지키기 위해 임시 비밀번호를 설정해야 합니다. 지금 바로 진행할까요?'
phishing_1154_cy1,1,메신저피싱형,'제가 직접 은행에 연락해 볼게요. 고맙습니다.'
phishing_1155_cy1,0,메신저피싱형,'OOO님  안녕하세요? 메신저로 중요한 은행 관련 메시지가 있어 연락드렸습니다.'
phishing_1155_cy1,1,메신저피싱형,'어떤 내용의 은행 메시지인지요?'
phishing_1155_cy1,0,메신저피싱형,'새로운 보안 업데이트를 위해 계정 정보를 다시 확인해야 한다고 합니다.'
phishing_1155_cy1,1,메신저피싱형,'갑자기 왜 그런 업데이트가 필요한 건가요?'
phishing_1155_cy1,0,메신저피싱형,'고객님의 안전을 위해 필요한 절차입니다. 신속하게 진행해야 합니다.'
phishing_1155_cy1,1,메신저피싱형,'이건 좀 이상한데요. 은행에 직접 확인해보겠습니다.'
phishing_1155_cy1,0,메신저피싱형,'지금 즉시 처리하시면 안전합니다. 빠르게 도와드리겠습니다.'
phishing_1155_cy1,1,메신저피싱형,'괜찮아요. 제가 직접 할 수 있습니다.'
phishing_1156_cy1,0,메신저피싱형,안녕하세요  OOO님이신가요? 메신저 앱으로 연락드리고 있습니다.
phishing_1156_cy1,1,메신저피싱형,'네  맞아요. 어떤 분이신가요?'
phishing_1156_cy1,0,메신저피싱형,'저는 김철수라고 해요  당신의 친구인데요. 갑자기 급전이 필요해서 도움을 요청드려요. 도와주실 수 있으신가요?'
phishing_1156_cy1,1,메신저피싱형,'이 번호로 철수씨가 연락할 이유가 없는데... 정말 철수씨 맞으신가요?'
phishing_1156_cy1,0,메신저피싱형,'네  맞습니다. 현재 제 핸드폰이 고장이 나서 다른 경로로 연락드리고 있습니다.'
phishing_1156_cy1,1,메신저피싱형,잠시만 기다려주세요  확인해볼게요. 메시지가 좀 이상한 것 같아요.
phishing_1157_cy1,0,메신저피싱형,안녕하세요  OOO님. 카카오톡으로 연락드리는 박지훈입니다.
phishing_1157_cy1,1,메신저피싱형,안녕하세요  지훈씨. 무슨 일인가요?
phishing_1157_cy1,0,메신저피싱형,'송금이 급히 필요한데요. 계좌번호를 알려주실 수 있으세요?'
phishing_1157_cy1,1,메신저피싱형,'송금 때문에요? 왜 직접 저에게 연락하지 않으세요?'
phishing_1157_cy1,0,메신저피싱형,'휴대폰이 현재 고장이 나서 매우 난처한 상황이에요.'
phishing_1157_cy1,1,메신저피싱형,'그래도 뭔가 이상한 점이 있네요. 한번 직접 전화해보겠습니다.'
phishing_1158_cy1,0,메신저피싱형,'안녕  OOO! 나야  네 동생이야. 내가 보낸 메시지 확인했어?'
phishing_1158_cy1,1,메신저피싱형,안녕하세요! 그런데 왜 다른 번호로 연락을 하신 거예요?
phishing_1158_cy1,0,메신저피싱형,'휴대폰이 고장이 나서 친구에게 폰을 빌렸어. 급한 일이 있어서 도와줄 수 있을까?'
phishing_1158_cy1,1,메신저피싱형,'무슨 일이에요? 뭔가 심각해 보이네요.'
phishing_1158_cy1,0,메신저피싱형,응  네 계좌로 돈 좀 송금해줄 수 있을까? 지금 급하게 필요해서.
phishing_1158_cy1,1,메신저피싱형,잠시만요  엄마한테 먼저 물어볼게요.
phishing_1159_cy1,0,메신저피싱형,안녕하세요  OOO님. 제가 이민호입니다. 메신저를 통해 연락드렸습니다.
phishing_1159_cy1,1,메신저피싱형,안녕하세요. 메신저로 처음 뵙네요. 어떤 일이신가요?
phishing_1159_cy1,0,메신저피싱형,'급하게 돈을 송금 받아야 하는 상황인데  도와주실 수 있으신가요?'
phishing_1159_cy1,1,메신저피싱형,'이민호 씨가 직접 전화하지 않고 왜 메신저로 연락하신 건가요?'
phishing_1159_cy1,0,메신저피싱형,'지금 해외에 있기 때문에 이게 유일한 방법이에요.'
phishing_1159_cy1,1,메신저피싱형,'그런데 뭔가 이상하네요. 직접 전화해봐야겠어요.'
phishing_1160_cy1,0,메신저피싱형,안녕하세요  OOO님. 네이버 메신저로 연락드린 김영희입니다.
phishing_1160_cy1,1,메신저피싱형,'안녕하세요  영희씨. 처음 뵙네요. 무슨 일로 연락하셨나요?'
phishing_1160_cy1,0,메신저피싱형,'급한 사정이 있어서 바로 송금해야 합니다. 도와주실 수 있나요?'
phishing_1160_cy1,1,메신저피싱형,'송금을 하시려고요? 왜 이렇게 급하게 하시나요?'
phishing_1160_cy1,0,메신저피싱형,네  지금 해외 출장 중인데 카드에 문제가 생겼어요.
phishing_1160_cy1,1,메신저피싱형,'이상하군요. 전화로 말씀드릴게요.'
phishing_1161_cy1,0,메신저피싱형,안녕하세요  OOO님. 메신저로 연락드렸습니다.
phishing_1161_cy1,1,메신저피싱형,'네  OOO입니다. 어떤 일이신가요?'
phishing_1161_cy1,0,메신저피싱형,'저는 은행 보안팀의 일원입니다. 최근 귀하의 계좌에서 의심스러운 활동이 감지되었습니다.'
phishing_1161_cy1,1,메신저피싱형,'진짜요? 그럼 어떻게 해야 할까요?'
phishing_1161_cy1,0,메신저피싱형,'귀하의 계좌 정보를 잠깐 확인해야 합니다. 안전을 위해서요.'
phishing_1161_cy1,1,메신저피싱형,그런데 제 은행 계좌 정보는 이미 안전한 곳에 등록되어 있다고 알고 있습니다.
phishing_1161_cy1,0,메신저피싱형,하지만 확인이 필요합니다. 해킹을 막기 위한 조치입니다.
phishing_1161_cy1,1,메신저피싱형,'네  어떤 정보를 원하시나요?'
phishing_1162_cy1,0,메신저피싱형,안녕하세요  OOO님. 메신저 업데이트에 대해 말씀드리려고 연락드렸습니다.
phishing_1162_cy1,1,메신저피싱형,안녕하세요  OOO입니다. 어떤 소식이 있나요?
phishing_1162_cy1,0,메신저피싱형,'보안을 강화하기 위해 새로운 버전으로 업데이트해야 합니다.'
phishing_1162_cy1,1,메신저피싱형,지금 반드시 업데이트를 해야 하나요?
phishing_1162_cy1,0,메신저피싱형,네  맞습니다. 이렇게 하지 않으면 계정이 비활성화될 수도 있어요.
phishing_1162_cy1,1,메신저피싱형,'그럼 업데이트는 어떻게 하나요?'
phishing_1162_cy1,0,메신저피싱형,'제가 드리는 링크를 통해 진행하시면 됩니다.'
phishing_1162_cy1,1,메신저피싱형,'좀 의심스러운 것 같은데  직접 앱을 통해 업데이트하는 게 아닌가요?'
phishing_1163_cy1,0,메신저피싱형,'안녕하세요  OOO님. 친구가 메신저로 전해달라고 하셨습니다.'
phishing_1163_cy1,1,메신저피싱형,안녕하세요  어떤 도움을 드릴까요?
phishing_1163_cy1,0,메신저피싱형,'급하게 돈이 필요한 상황이라서  혹시 빌려주실 수 있는지 여쭤보고 싶어요.'
phishing_1163_cy1,1,메신저피싱형,'얼마나 필요하신 건가요? 그리고 왜 직접 전화를 안 하세요?'
phishing_1163_cy1,0,메신저피싱형,'지금 외국에 있어서 통화가 힘들어요  50만 원이 필요해요.'
phishing_1163_cy1,1,메신저피싱형,'저는 돈 거래는 꼭 직접 만나서 해야 해요. 연락 드릴게요.'
phishing_1163_cy1,0,메신저피싱형,지금 즉시 만나는 것은 힘들 것 같습니다. 계좌로 송금해 주시면 좋겠어요.
phishing_1163_cy1,1,메신저피싱형,'그렇다면 조금 애매하네요. 친구에게 직접 전화해보겠습니다.'
phishing_1164_cy1,0,메신저피싱형,안녕하세요  OOO님. 고객센터입니다.
phishing_1164_cy1,1,메신저피싱형,'네  OOO입니다. 무엇을 도와드릴까요?'
phishing_1164_cy1,0,메신저피싱형,'최근에 계정에서 이상한 활동이 발견되어 긴급 점검이 필요합니다.'
phishing_1164_cy1,1,메신저피싱형,'정말이에요? 어떤 일들이 있었죠?'
phishing_1164_cy1,0,메신저피싱형,'해외에서 접속하려는 시도가 있었습니다. 계정 정보를 확인해 주셔야 합니다.'
phishing_1164_cy1,1,메신저피싱형,'계정 정보를 확인하진 않을게요. 직접 확인해보겠습니다.'
phishing_1164_cy1,0,메신저피싱형,'보안을 위해 즉시 확인해 주셔야 합니다.'
phishing_1164_cy1,1,메신저피싱형,의심스럽네요. 고객센터에 직접 문의해 보겠습니다.
phishing_1165_cy1,0,메신저피싱형,안녕하세요  OOO님. 메신저를 통해 연락드렸습니다.
phishing_1165_cy1,1,메신저피싱형,안녕하세요. OOO입니다. 누구신가요?
phishing_1165_cy1,0,메신저피싱형,'저는 OOO님의 동료입니다. 급하게 도움이 필요합니다.'
phishing_1165_cy1,1,메신저피싱형,'어떤 도움을 드릴까요?'
phishing_1165_cy1,0,메신저피싱형,'회사에서 문제가 생겨서 돈이 필요해요. 빠른 송금 부탁드립니다.'
phishing_1165_cy1,1,메신저피싱형,'회사가 어떤 문제인지 궁금한데  직접 만나서 이야기할 수는 없을까요?'
phishing_1165_cy1,0,메신저피싱형,시간이 없어서 메신저로 연락드린 거예요. 100만원이 급히 필요합니다.
phishing_1165_cy1,1,메신저피싱형,'이런 사항은 제가 직접 확인한 후에 진행하겠습니다. 양해 부탁드립니다.'
phishing_1166_cy1,0,택배사칭형,안녕하세요  OOO님이신가요? 저는 택배회사에서 전화 드렸습니다.
phishing_1166_cy1,1,택배사칭형,'네  맞아요. 제가 주문한 택배에 문제가 생긴 건가요?'
phishing_1166_cy1,0,택배사칭형,'안녕하세요  OOO님. 현재 귀하의 이름으로 의심스러운 물품이 배송되고 있다는 소식이 있어 확인차 연락드렸습니다.'
phishing_1166_cy1,1,택배사칭형,'수상한 물건이라구요? 저는 그런 주문을 한 적이 없어요.'
phishing_1166_cy1,0,택배사칭형,'어떤 분이 OOO님의 정보를 불법적으로 사용한 것 같은데요. 확인을 위해 몇 가지 정보를 여쭤봐도 괜찮을까요?'
phishing_1166_cy1,1,택배사칭형,'전화로 개인 정보를 주는 것은 조금 불안한 것 같은데  혹시 다른 방법이 있을까요?'
phishing_1166_cy1,0,택배사칭형,'안전 관련 문제라서 즉시 확인해주셔야 합니다. 도와주시면 신속히 해결하겠습니다.'
phishing_1166_cy1,1,택배사칭형,'그럼 제가 택배사에 직접 연락해볼게요. 감사합니다.'
phishing_1167_cy1,0,택배사칭형,안녕하세요  OOO님이시죠? 배송 업체에서 전화 드렸습니다.
phishing_1167_cy1,1,택배사칭형,'네  OOO입니다. 어떤 일이신가요?'
phishing_1167_cy1,0,택배사칭형,'현재 OOO님 이름으로는 발송할 수 없는 물품이 있습니다.'
phishing_1167_cy1,1,택배사칭형,'보낼 수 없는 물건이요? 어떤 물건인지 말씀해 주실 수 있나요?'
phishing_1167_cy1,0,택배사칭형,'정확한 내용은 저도 잘 모르겠지만  보안 문제 때문에 즉시 조치를 취해야 한다고 하네요.'
phishing_1167_cy1,1,택배사칭형,'그렇다면 제가 직접 확인할 수 있는 방법이 있을까요?'
phishing_1167_cy1,0,택배사칭형,'네  빠른 처리를 위해 몇 가지 정보를 제공해 주시면 됩니다.'
phishing_1167_cy1,1,택배사칭형,'네  일단 통화는 끊고 좀 더 생각해볼게요.'
phishing_1168_cy1,0,택배사칭형,'OOO님  안녕하세요? 택배와 관련된 긴급한 일이 있어 연락드렸습니다.'
