file_name,conversation_type,spk,msg
phishing_078,Impersonation of family/child/acquaintance type,1, 뭐라고? OOO 너 어디야? 너무 놀랐잖아!
phishing_078,Impersonation of family/child/acquaintance type,0, 저도 놀랐어요. 병원비가 급해서 돈 좀 보내주셔야 해요.
phishing_078,Impersonation of family/child/acquaintance type,1, 알겠어. 얼마나 필요해? 바로 보낼게.
phishing_078,Impersonation of family/child/acquaintance type,0," 감사합니다. 정말 급해요, 엄마."
phishing_079,Impersonation of family/child/acquaintance type,0," 할머니, OOO인데요. 급한 일이 생겼어요."
phishing_079,Impersonation of family/child/acquaintance type,1, OOO야? 무슨 일이니? 목소리가 왜 이렇게 달라?
phishing_079,Impersonation of family/child/acquaintance type,0, 친구가 급히 수술을 받아야 해서 돈이 필요해요.
phishing_079,Impersonation of family/child/acquaintance type,1," 어머나, 얼마나 필요하니? 할머니가 어떻게 도와줄까?"
phishing_079,Impersonation of family/child/acquaintance type,0, 급해서요. 가능한 빨리 부탁드릴게요.
phishing_080,Impersonation of family/child/acquaintance type,0," 여보세요, OOO인데요, 핸드폰이 고장 나서 급한 전화를 합니다."
phishing_080,Impersonation of family/child/acquaintance type,1, OOO? 어쩐 일이야? 무슨 일 생겼어?
phishing_080,Impersonation of family/child/acquaintance type,0, 친구가 갑자기 아파서 병원비가 필요합니다.
phishing_080,Impersonation of family/child/acquaintance type,1," 아이고, 많이 다쳤니? 어떻게 도와주면 좋을까?"
phishing_080,Impersonation of family/child/acquaintance type,0, 당장 돈을 보내주시면 좋겠어요. 정말 급해서요.
phishing_081,Impersonation of family/child/acquaintance type,0," 아빠, 나 OOO인데 지금 폰이 고장 나서 임시 번호로 연락하는 거야."
phishing_081,Impersonation of family/child/acquaintance type,1, 뭐? OOO라고? 무슨 일 있어?
phishing_081,Impersonation of family/child/acquaintance type,0," 응, 친구가 사고가 났는데 병원비를 먼저 내야 해서 그래."
phishing_081,Impersonation of family/child/acquaintance type,1, 그래? 너 괜찮아? 어디 보낼까?
phishing_081,Impersonation of family/child/acquaintance type,0," 우선 내 계좌로 보내주면 될 것 같아. 고마워, 아빠."
phishing_082,Impersonation of family/child/acquaintance type,0," 엄마, 나 OOO야. 급히 돈 좀 보내줄 수 있어?"
phishing_082,Impersonation of family/child/acquaintance type,1, 뭐라고? 왜 돈이 필요한데?
phishing_082,Impersonation of family/child/acquaintance type,0," 휴대폰이 고장 나서 임시 폰으로 연락하는데, 친구가 급하게 병원비가 필요해."
phishing_082,Impersonation of family/child/acquaintance type,1, 너 정말 OOO 맞아? 뭔가 이상한데.
phishing_082,Impersonation of family/child/acquaintance type,0," 응, 엄마. 나중에 다 설명할게. 지금은 좀 급해."
phishing_083,Impersonation of family/child/acquaintance type,0," 할머니, 나 OOO인데 휴대폰이 고장 나서 임시 번호야."
phishing_083,Impersonation of family/child/acquaintance type,1," 오메, OOO구나. 왜 전화했어?"
phishing_083,Impersonation of family/child/acquaintance type,0, 친구가 급히 병원에 가야 하는데 돈이 모자라서 그래.
phishing_083,Impersonation of family/child/acquaintance type,1, 할머니가 뭘 도와주면 되니?
phishing_083,Impersonation of family/child/acquaintance type,0, 할머니 계좌에서 제 계좌로 좀 보내주실 수 있어요?
phishing_084,Impersonation of family/child/acquaintance type,0," 여보세요, OOO인데요. 휴대폰 문제가 있어서 임시로 이 번호 써요."
phishing_084,Impersonation of family/child/acquaintance type,1, 이게 무슨 일이야? 괜찮아?
phishing_084,Impersonation of family/child/acquaintance type,0," 응, 근데 친구가 다쳐서 병원비가 필요해."
phishing_084,Impersonation of family/child/acquaintance type,1, 정말 OOO 맞지? 이상해 보여.
phishing_084,Impersonation of family/child/acquaintance type,0, 나중에 다 설명할게. 지금은 급해서 그래.
phishing_085,Impersonation of family/child/acquaintance type,0," 여보세요, 아빠? 나 OOO인데 휴대폰이 고장 나서 임시 번호야."
phishing_085,Impersonation of family/child/acquaintance type,1, OOO야? 이 번호는 뭐야?
phishing_085,Impersonation of family/child/acquaintance type,0, 친구가 사고 났는데 병원비가 필요해. 당장 좀 보내줄 수 있어?
phishing_085,Impersonation of family/child/acquaintance type,1, 무슨 사고? 어디로 보내면 돼?
phishing_085,Impersonation of family/child/acquaintance type,0, 내 계좌로 보내주면 돼. 정말 고마워.
phishing_086,Impersonation of family/child/acquaintance type,0," 여보세요, OOO야. 다급해서 전화했어."
phishing_086,Impersonation of family/child/acquaintance type,1," 어, OOO야? 무슨 일이야 그렇게 급하게?"
phishing_086,Impersonation of family/child/acquaintance type,0," 나 지금 경찰서에 있는데, 보증금 내야 해. 빨리 좀 도와줘."
phishing_086,Impersonation of family/child/acquaintance type,1, 경찰서? 무슨 일인데 그래? 무슨 보증금?
phishing_086,Impersonation of family/child/acquaintance type,0," 친구랑 얽힌 일이 좀 있어서 그런데, 금방 갚을게. 부탁이야."
phishing_087,Impersonation of family/child/acquaintance type,0," 여보세요, 엄마? 나야, OOO."
phishing_087,Impersonation of family/child/acquaintance type,1," OOO니? 목소리가 왜 그래, 무슨 일이야?"
phishing_087,Impersonation of family/child/acquaintance type,0," 나 사고 당했어. 병원비가 급한데, 엄마 빨리 돈 좀 보내줄 수 있어?"
phishing_087,Impersonation of family/child/acquaintance type,1," 큰일이네, 어디 많이 다쳤어? 어디로 보내야 해?"
phishing_087,Impersonation of family/child/acquaintance type,0, 나중에 설명할게. 여기 계좌번호 불러줄 테니까 바로 보내줘.
phishing_088,Impersonation of family/child/acquaintance type,0," OOO야, 나야. 도와줘야 할 일이 있어."
phishing_088,Impersonation of family/child/acquaintance type,1, OOO야? 이 번호는 뭐야? 무슨 일이야?
phishing_088,Impersonation of family/child/acquaintance type,0, 폰이 고장 나서 임시폰이야. 급히 돈 좀 보내줘야 해.
phishing_088,Impersonation of family/child/acquaintance type,1, 왜? 무슨 급한 일이야?
phishing_088,Impersonation of family/child/acquaintance type,0, 친구가 갑자기 사고가 나서 내가 대신 내야 해. 부탁할게.
phishing_089,Impersonation of family/child/acquaintance type,0," 안녕하세요, OOO님 맞으신가요? 아드님 OO이가 말씀 드리라고 해서 연락드렸습니다."
phishing_089,Impersonation of family/child/acquaintance type,1," 네, 맞습니다. 무슨 일이죠?"
phishing_089,Impersonation of family/child/acquaintance type,0, 아드님이 입원 중인데 급히 수술비가 필요하다고 해서요.
phishing_089,Impersonation of family/child/acquaintance type,1, 입원이라니요? 무슨 수술비가 필요하다고요? 왜 본인이 연락 안 했죠?
phishing_089,Impersonation of family/child/acquaintance type,0, 폰이 고장 나서 대신 부탁 드리는 겁니다. 은행 계좌번호 알려드릴게요.
phishing_090,Impersonation of family/child/acquaintance type,0," 여보세요, 저 OOO예요. 급히 부탁할 게 있어서요."
phishing_090,Impersonation of family/child/acquaintance type,1, OOO야? 이 시간에 무슨 일이야?
phishing_090,Impersonation of family/child/acquaintance type,0, 나 세무서에서 연락 왔는데 돈이 급하게 필요해.
phishing_090,Impersonation of family/child/acquaintance type,1, 세무서? 무슨 문제 생겼어? 괜찮은 거지?
phishing_090,Impersonation of family/child/acquaintance type,0, 나중에 설명할게. 지금 너무 급해서 그래. 도와줘.
phishing_091,Impersonation of family/child/acquaintance type,0," 여보세요, OOO야? 나 지금 급하게 경찰서에 와 있어."
phishing_091,Impersonation of family/child/acquaintance type,1, OOO? 무슨 일이야? 괜찮아?
phishing_091,Impersonation of family/child/acquaintance type,0, 나 교통사고가 났는데 경찰서에서 벌금을 내야 해. 돈 좀 보내줄 수 있어?
phishing_091,Impersonation of family/child/acquaintance type,1, 어... 알겠어. 근데 왜 네 번호가 달라?
phishing_091,Impersonation of family/child/acquaintance type,0, 핸드폰이 고장 나서 임시 번호로 연락했어. 빨리 좀 부탁해!
phishing_092,Impersonation of family/child/acquaintance type,0," 엄마, OOO야. 전화기 잃어버려서 새 번호로 연락했어."
phishing_092,Impersonation of family/child/acquaintance type,1," 어머, OOO야? 무슨 일이니?"
phishing_092,Impersonation of family/child/acquaintance type,0, 나 친구랑 여행 갔다가 돈이 부족해. 급히 송금 좀 해줄 수 있어?
phishing_092,Impersonation of family/child/acquaintance type,1, 여행? 어디로 간 거니? 왜 갑자기 돈이 부족해?
phishing_092,Impersonation of family/child/acquaintance type,0, 갑작스러운 상황이 생겼어. 자세한 건 나중에 설명할게.
phishing_093,Impersonation of family/child/acquaintance type,0," 여보세요, OOO야? 나 OO 은행에서 연락받았는데 문제 생겼어."
phishing_093,Impersonation of family/child/acquaintance type,1," 어? OOO, 무슨 문제인데?"
phishing_093,Impersonation of family/child/acquaintance type,0, 계좌가 도용되어서 막아야 한다고 해. 그런데 지금 당장 송금해야 한대.
phishing_093,Impersonation of family/child/acquaintance type,1, 정말? 은행에 직접 확인해봐야겠어.
phishing_093,Impersonation of family/child/acquaintance type,0, 시간이 없어! 빨리 해야 한다고 했어.
phishing_094,Impersonation of family/child/acquaintance type,0," 아빠, OOO야. 지금 병원에 있는데 급하게 돈이 필요해."
phishing_094,Impersonation of family/child/acquaintance type,1," 병원? OOO, 왜 병원에 있어?"
phishing_094,Impersonation of family/child/acquaintance type,0, 친구가 다쳐서 수술비가 필요해. 도와줄 수 있어?
phishing_094,Impersonation of family/child/acquaintance type,1," 아, 그래? 근데 네 목소리가 조금 이상한데..."
phishing_094,Impersonation of family/child/acquaintance type,0," 감기에 걸려서 그래. 급해, 제발 부탁해."
phishing_095,Impersonation of family/child/acquaintance type,0," 여보세요, OOO님? 여긴 OOO 보험사입니다. 아드님이 교통사고를 당했습니다."
phishing_095,Impersonation of family/child/acquaintance type,1, 뭐라고요? OOO가 사고를 당했다고요?
phishing_095,Impersonation of family/child/acquaintance type,0," 네, 수술 비용이 필요합니다. 빨리 송금해 주셔야 합니다."
phishing_095,Impersonation of family/child/acquaintance type,1, 지금 당장 병원으로 갈게요. 어디 있는지 알려주세요.
phishing_095,Impersonation of family/child/acquaintance type,0, 전화로는 병원 위치를 알 수 없습니다. 송금해 주셔야 해요.
phishing_096,Impersonation of family/child/acquaintance type,0," 여보세요, OOO야? 아빠 폰이 물에 빠져서 임시 폰으로 연락하고 있어."
phishing_096,Impersonation of family/child/acquaintance type,1, OOO? 정말 아빠 맞아? 목소리가 좀 달라.
phishing_096,Impersonation of family/child/acquaintance type,0," 응, 맞아. 지금 급한 일이 있어서 돈 좀 보내줄 수 있어?"
phishing_096,Impersonation of family/child/acquaintance type,1, 무슨 일인데? 괜찮아?
phishing_096,Impersonation of family/child/acquaintance type,0, 교통사고가 났는데 병원비가 필요해. 나중에 자세히 설명할게.
phishing_097,Impersonation of family/child/acquaintance type,0," 어머니, OOO에요. 제 친구가 사고가 나서 병원에 있어요."
phishing_097,Impersonation of family/child/acquaintance type,1, OOO? 무슨 일이야? 어디 아프니?
phishing_097,Impersonation of family/child/acquaintance type,0," 저는 괜찮은데, 친구가 많이 다쳤어요. 병원비가 필요해요."
phishing_097,Impersonation of family/child/acquaintance type,1, 그래? 얼마나 급해? 어디로 보내면 돼?
phishing_097,Impersonation of family/child/acquaintance type,0, 당장 보내주시면 좋겠어요. 나중에 다시 통화할게요.
phishing_098,Impersonation of family/child/acquaintance type,0," OOO야, 나야 친구인데, 핸드폰 잃어버려서 임시로 연락해."
phishing_098,Impersonation of family/child/acquaintance type,1, 친구? 누구지? OOO 맞아?
phishing_098,Impersonation of family/child/acquaintance type,0," 응, 나야. 근데 지금 돈이 필요해서 좀 도와줄 수 있어?"
phishing_098,Impersonation of family/child/acquaintance type,1, 왜? 무슨 일인데?
phishing_098,Impersonation of family/child/acquaintance type,0, 해외에 있는데 문제 생겨서 그래. 부탁 좀 할게.
phishing_099,Impersonation of family/child/acquaintance type,0," OOO야, 나 엄마인데 목소리가 좀 이상하지? 감기에 걸려서 그래."
phishing_099,Impersonation of family/child/acquaintance type,1, 엄마? 진짜 엄마야? 감기 걸렸구나.
phishing_099,Impersonation of family/child/acquaintance type,0," 응, 근데 지금 급하게 돈 보낼 곳이 있어서 네 도움이 필요해."
phishing_099,Impersonation of family/child/acquaintance type,1, 어디에 보내야 돼? 많이 급해?
phishing_099,Impersonation of family/child/acquaintance type,0, 당장 보내야 해. 나중에 다시 전화할게.
phishing_100,Impersonation of family/child/acquaintance type,0," OOO야, 아빠인데, 사고가 나서 병원 도착했어."
phishing_100,Impersonation of family/child/acquaintance type,1, 아빠? 괜찮아? 어디 다치셨어?
phishing_100,Impersonation of family/child/acquaintance type,0," 큰일은 아닌데, 병원비가 필요해. 네가 좀 보낼 수 있을까?"
phishing_100,Impersonation of family/child/acquaintance type,1, 당연히 보내야죠. 계좌번호 알려주세요.
phishing_100,Impersonation of family/child/acquaintance type,0, 고마워. 나중에 이야기 하자.
phishing_101, 세금환급형,0," 안녕하세요, 여기는 국세청 환급팀입니다. OOO님께 환급받을 세금이 남아 있어서 연락드렸습니다."
phishing_101, 세금환급형,1, 세금 환급이요? 전 그런 거 몰랐는데요.
phishing_101, 세금환급형,0," 작년 소득 신고에 따라 200,000원을 돌려받으실 수 있습니다."
phishing_101, 세금환급형,1, 그럼 어떻게 해야 하나요?
phishing_101, 세금환급형,0, 신원 확인을 위해 계좌번호와 몇 가지 정보를 확인해야 합니다.
phishing_101, 세금환급형,1," 저기, 정보 제공이 좀 꺼려지네요."
phishing_102, 세금환급형,0," 안녕하세요, 지방세 환급센터입니다. OOO님, 환급받을 금액이 확인되었습니다."
phishing_102, 세금환급형,1, 정말요? 얼마인가요?
phishing_102, 세금환급형,0," 75,000원이 환급됩니다. 빠르게 처리하려면 계좌정보가 필요합니다."
phishing_102, 세금환급형,1, 계좌정보라면 뭐가 필요한가요?
phishing_102, 세금환급형,0, 계좌번호와 주민등록번호 뒤 네 자리를 부탁드립니다.
phishing_102, 세금환급형,1, 신뢰할 수 있는 건가요? 문서로도 확인이 가능한가요?
phishing_103, 세금환급형,0," 여기는 시청 세무과입니다. OOO님, 세금 환급 절차를 돕기 위해 연락드렸습니다."
phishing_103, 세금환급형,1, 시청에서요? 무슨 일인가요?
phishing_103, 세금환급형,0," OOO님 이름으로 90,000원의 환급액이 확인되었습니다. 계좌 등록이 필요합니다."
phishing_103, 세금환급형,1, 제 계좌를 알려달라고요? 그게 안전한가요?
phishing_103, 세금환급형,0," 네, 안전한 절차입니다. 걱정하지 않으셔도 됩니다."
phishing_103, 세금환급형,1," 일단, 직접 가서 확인하는 게 낫겠네요."
phishing_104, 세금환급형,0," 안녕하세요, OOO님. 여기 국세청입니다. 세금 환급 관련해서 안내드리려고 합니다."
phishing_104, 세금환급형,1, 안녕하세요. 어떤 안내인가요?
phishing_104, 세금환급형,0," 120,000원을 환급받으실 수 있습니다. 계좌 정보를 등록해야만 진행됩니다."
phishing_104, 세금환급형,1, 계좌번호를 말하면 되는 건가요?
phishing_104, 세금환급형,0," 네, 계좌번호와 주민등록번호 뒷자리를 확인해야 합니다."
phishing_104, 세금환급형,1, 좀 생각해보고 다시 연락드릴게요.
phishing_105, 세금환급형,0," OOO님, 안녕하세요. 세금환급 전문상담센터입니다. 환급금이 발생하여 연락드렸습니다."
phishing_105, 세금환급형,1, 환급금이요? 설명 좀 해주세요.
phishing_105, 세금환급형,0," 50,000원을 돌려받으실 수 있습니다. 빠른 진행을 위해 계좌정보를 등록해야 합니다."
phishing_105, 세금환급형,1, 그러면 어떤 정보를 드려야 하나요?
phishing_105, 세금환급형,0, 계좌번호와 본인확인을 위한 주민등록번호 뒤 네 자리가 필요합니다.
phishing_105, 세금환급형,1, 이거 사기 아니에요? 뭐가 좀 이상한데요.
phishing_106, 세금환급형,0," 안녕하세요, 여기는 국세청의 세금환급 처리팀입니다. OOO님께 세금 환급에 대해 연락드렸습니다."
phishing_106, 세금환급형,1, 세금 환급이라고요?
phishing_106, 세금환급형,0," 네, 작년 연말정산 결과 OOO님께 200,000원의 환급금이 발생했습니다."
phishing_106, 세금환급형,1," 그렇군요, 어떻게 받으면 되나요?"
phishing_106, 세금환급형,0, 환급금 지급을 위해 신분 확인과 계좌 등록이 필요합니다. 계좌번호를 알려주세요.
phishing_106, 세금환급형,1, 정말로 제 계좌번호가 필요한가요?
phishing_106, 세금환급형,0," 네, 그리고 신원 확인을 위해 주민등록번호 뒷자리도 필요합니다."
phishing_107, 세금환급형,0," 안녕하세요, OOO님이신가요? 여기는 지방세무서입니다. 세금 환급금에 대해 안내드립니다."
phishing_107, 세금환급형,1, 어떤 세금 환급인가요?
phishing_107, 세금환급형,0," OOO님의 소득세 과오납으로 인해 120,000원의 환급금이 있습니다."
phishing_107, 세금환급형,1, 그렇다면 어떻게 해야 하나요?
phishing_107, 세금환급형,0, 은행 계좌 정보를 주시면 환급을 처리해 드리겠습니다.
phishing_107, 세금환급형,1, 제 은행 정보가 정말 필요한 건가요?
phishing_107, 세금환급형,0," 네, 정확한 계좌 정보가 있어야 환급 처리가 가능합니다."
phishing_108, 세금환급형,0," 여보세요, OOO님 맞으신가요? 이곳은 국세청입니다. 세금 환급에 대해 연락드렸습니다."
phishing_108, 세금환급형,1, 국세청이요? 무슨 일이죠?
phishing_108, 세금환급형,0," 지난해 세금 신고에서 과다 납부하신 금액이 있어 170,000원을 돌려드리고자 합니다."
phishing_108, 세금환급형,1," 아, 그렇습니까? 어떻게 해야 하나요?"
phishing_108, 세금환급형,0, 환급금을 받으시려면 은행 정보와 신분 확인이 필요합니다. 계좌번호를 제공해 주세요.
phishing_108, 세금환급형,1, 계좌번호를 여기서 말해야 하나요?
phishing_108, 세금환급형,0," 네, 안전한 확인을 위해 필요합니다. 신분증 번호 마지막 4자리도 부탁드립니다."
phishing_109, 세금환급형,0," 안녕하세요, OOO님이십니까? 여기는 지방세청입니다. 세금 환급금 관련해서 연락드렸습니다."
phishing_109, 세금환급형,1, 세금 환급요? 제가 환급 받을 게 있나요?
phishing_109, 세금환급형,0," 네, 본인 확인된 결과 80,000원의 환급금이 있습니다."
phishing_109, 세금환급형,1, 환급을 어떻게 받나요?
phishing_109, 세금환급형,0, 은행 계좌 정보가 필요합니다. 계좌번호를 주시면 처리해 드리겠습니다.
phishing_109, 세금환급형,1, 제 계좌번호를 말해도 되는 건가요?
phishing_109, 세금환급형,0," 네, 환급을 진행하려면 정보가 꼭 필요합니다. 신분증 번호 뒷자리도 요청드립니다."
phishing_110, 세금환급형,0," OOO님이신가요? 안녕하세요, 여기는 서울시 세무과입니다. 세금 환급에 대해 알려드리려고 연락드렸습니다."
phishing_110, 세금환급형,1, 세금 환급이요? 무슨 환급인가요?
phishing_110, 세금환급형,0," 작년에 납부하신 세금 중 일부가 초과로 납부되어 100,000원의 환급이 가능합니다."
phishing_110, 세금환급형,1, 그렇다면 환급을 받으려면 어떤 절차가 필요하죠?
phishing_110, 세금환급형,0, 계좌 번호와 본인 확인을 위한 정보를 주시면 바로 처리 가능합니다.
phishing_110, 세금환급형,1, 계좌 정보도 필요한가요?
phishing_110, 세금환급형,0," 네, 은행 계좌 정보와 신분증 번호 마지막 4자리가 필요합니다."
phishing_111, 세금환급형,0," 안녕하세요, OOO님. 여기는 국세청의 세금 환급팀입니다. 미지급된 세금 환급액이 있어서 연락드렸습니다."
phishing_111, 세금환급형,1, 국세청에서요? 어떤 환급액인가요?
phishing_111, 세금환급형,0," 작년 연말정산에서 200,000원의 환급을 받을 수 있는 것으로 확인되었습니다."
phishing_111, 세금환급형,1, 그렇군요. 어떻게 받으면 되죠?
phishing_111, 세금환급형,0, 은행 계좌 확인이 필요합니다. 계좌번호와 주민등록번호 뒷자리를 알려주시면 진행해 드리겠습니다.
phishing_111, 세금환급형,1, 계좌번호만 주면 되는 건가요?
phishing_111, 세금환급형,0," 네, 그렇습니다. 신속하게 처리해 드리겠습니다."
phishing_112, 세금환급형,0," OOO님, 안녕하세요. 여기 서울시 세무서입니다. 세금 환급 관련하여 연락드렸습니다."
phishing_112, 세금환급형,1, 세무서에서요? 무슨 일인가요?
phishing_112, 세금환급형,0," 작년에 납부한 세금 중 일부가 과다 납부되어 환급해드리려 합니다. 100,000원의 환급금이 있습니다."
phishing_112, 세금환급형,1, 환급 받으려면 어떻게 해야 하나요?
phishing_112, 세금환급형,0, 저희가 본인 확인을 위해 은행 계좌번호와 신분증 정보가 필요합니다.
phishing_112, 세금환급형,1," 조금 걱정되는데, 정말 세무서 맞나요?"
phishing_112, 세금환급형,0," 네, 맞습니다. 안심하시고 정보를 주시면 즉시 처리해 드리겠습니다."
phishing_113, 세금환급형,0," 여기는 지방세청입니다, OOO님. 세금 환급금 관련하여 안내 드리려고 연락드렸습니다."
phishing_113, 세금환급형,1," 지방세청에서 환급이라니, 무슨 말씀이신가요?"
phishing_113, 세금환급형,0," 지방세 납부 내역을 검토한 결과, 180,000원의 환급금이 발생하였습니다."
phishing_113, 세금환급형,1, 그럼 어떻게 해야 환급을 받을 수 있나요?
phishing_113, 세금환급형,0, 은행 계좌번호와 신분증 사본을 제출해주시면 바로 환급 진행해 드립니다.
phishing_113, 세금환급형,1, 그냥 계좌번호만 주면 되는 건가요?
phishing_113, 세금환급형,0," 네, 맞습니다. 안전하게 처리하겠습니다."
phishing_114, 세금환급형,0," 안녕하세요, OOO님. 부산시 세무사무소입니다. 세금 환급금 지급을 위해 연락드렸습니다."
phishing_114, 세금환급형,1, 부산시 세무사무소라니요? 전 서울에 거주하는데요.
phishing_114, 세금환급형,0," 네, 알겠습니다. 전국적으로 세금 관련 조정이 있어서요. 150,000원의 환급액이 발생했습니다."
phishing_114, 세금환급형,1, 그럼 어떻게 환급을 받나요?
phishing_114, 세금환급형,0, 은행 계좌번호와 본인 신분증 정보가 필요합니다.
phishing_114, 세금환급형,1, 신분증 정보까지요? 조금 불안한데요.
phishing_114, 세금환급형,0," 걱정하지 마시고, 안전하게 처리해 드리겠습니다."
phishing_115, 세금환급형,0," OOO님, 안녕하세요. 여기는 국세청입니다. 세금 환급으로 인해 연락드렸습니다."
phishing_115, 세금환급형,1, 국세청에서요? 무슨 환급인가요?
phishing_115, 세금환급형,0," 작년 세금 정산 검토 결과, 170,000원을 환급해 드리게 되었습니다."
phishing_115, 세금환급형,1, 환급이요? 그럼 어떻게 해야 받을 수 있나요?
phishing_115, 세금환급형,0, 은행 계좌번호와 검증을 위한 신분증 뒷자리를 알려주시면 됩니다.
phishing_115, 세금환급형,1, 정말 국세청에서 맞죠? 정보 제공이 좀 꺼려지네요.
phishing_115, 세금환급형,0," 네, 맞습니다. 신속하고 안전하게 처리해 드리겠습니다."
phishing_116, 세금환급형,0," 안녕하세요, OOO님? 저는 국세청의 세금 환급팀에서 연락드렸습니다. 세금 환급에 대한 중요한 정보가 있어서요."
phishing_116, 세금환급형,1, 국세청이요? 무슨 일인가요?
phishing_116, 세금환급형,0," 작년 소득 공제로 인해 환급받으실 금액이 200,000원이 있는데, 계좌정보 확인이 필요합니다."
phishing_116, 세금환급형,1, 제 계좌정보를 알려드려야 하나요?
phishing_116, 세금환급형,0," 네, 정확한 계좌번호와 주민번호 뒷자리가 필요합니다."
phishing_117, 세금환급형,0," OOO님, 안녕하세요? 저는 시청 세무과에서 연락드렸습니다. 세금 환급금을 받으실 수 있습니다."
phishing_117, 세금환급형,1, 시청이라구요? 이상하네요.
phishing_117, 세금환급형,0, 최근 납부하신 세금의 오류로 인해 환급 가능 금액이 있습니다. 계좌번호를 알려주시면 처리해드리겠습니다.
phishing_117, 세금환급형,1, 정보를 제공하기 전에 더 확인이 필요할 것 같네요.
phishing_117, 세금환급형,0, 시청에서 공식적으로 연락드리는 것이니 안심하셔도 됩니다.
phishing_118, 세금환급형,0," 안녕하십니까, OOO님. 국민건강보험공단의 세금 환급팀입니다. 환급할 금액이 있어 연락드립니다."
phishing_118, 세금환급형,1, 건강보험공단에서 세금 환급이요? 잘 모르겠네요.
phishing_118, 세금환급형,0, 시스템 오류로 인해 추가 납부된 부분이 확인되어 환급이 필요합니다. 계좌 정보를 요청드립니다.
phishing_118, 세금환급형,1, 계좌정보를 주면 어떻게 처리되나요?
phishing_118, 세금환급형,0, 환급금은 즉시 입금됩니다. 간단하게 계좌번호와 주민번호 뒷자리를 알려주시면 됩니다.
phishing_119, 세금환급형,0," 여보세요, OOO님? 저는 중앙은행 세무부서에서 전화를 드렸습니다. 세금 환급에 대해 안내드리려고 합니다."
phishing_119, 세금환급형,1, 중앙은행에서요? 무슨 안내인가요?
phishing_119, 세금환급형,0, 작년에 과납한 세금이 확인되어 환급받으실 수 있습니다. 계좌번호를 알려주시면 환급 처리를 도와드리겠습니다.
phishing_119, 세금환급형,1, 정말인가요? 개인 정보를 알려줘도 괜찮은 건가요?
phishing_119, 세금환급형,0, 물론입니다. 안전한 절차이니 걱정하지 마세요.
phishing_120, 세금환급형,0," OOO님, 안녕하세요. 지역 세무서에서 세금 환급 관련해서 전화드렸습니다."
phishing_120, 세금환급형,1, 세무서라구요? 어떤 내용인가요?
phishing_120, 세금환급형,0, 지난 해의 소득 공제로 인한 환급금이 발생하여 연락드립니다. 계좌정보를 등록해야 환급이 가능합니다.
phishing_120, 세금환급형,1, 계좌정보를 안전하게 등록할 수 있나요?
phishing_120, 세금환급형,0," 네, 안전한 절차로 진행되며, 계좌번호와 신분증 뒷자리만 필요합니다."
phishing_121, 세금환급형,0," 안녕하세요, OOO님 맞으신가요? 여기 세무서 세금 환급 부서입니다."
phishing_121, 세금환급형,1," 네, 그런데 무슨 일인가요?"
phishing_121, 세금환급형,0," 작년 세금 정산 결과, 200,000원의 환급이 가능합니다."
phishing_121, 세금환급형,1," 아, 그렇군요. 어떻게 하면 되죠?"
phishing_121, 세금환급형,0, 신분 확인을 위해 계좌 정보와 주민등록번호 뒷자리를 알려주시면 됩니다.
phishing_121, 세금환급형,1," 잠시만요, 이거 확실한 건가요?"
phishing_122, 세금환급형,0," 안녕하세요, OOO 고객님. 국민은행 세무팀입니다. 세금 환급 관련해서 연락드립니다."
phishing_122, 세금환급형,1, 세금 환급요? 무슨 내용이죠?
phishing_122, 세금환급형,0," 고객님 계좌로 100,000원의 환급금이 입금될 예정입니다."
phishing_122, 세금환급형,1, 그럼 어떻게 해야 하나요?
phishing_122, 세금환급형,0, 계좌번호와 신분증 번호를 확인 부탁드립니다.
phishing_122, 세금환급형,1," 아니요, 저는 그런 정보는 전화로 안 알려드려요."
phishing_123, 세금환급형,0," 여보세요, OOO님. 지방세무서입니다. 세금 환급 절차 안내드리려고 합니다."
phishing_123, 세금환급형,1," 네, 뭔가 절차가 필요한가요?"
phishing_123, 세금환급형,0," 네, 250,000원 환급 받으시려면 계좌 정보를 등록해야 해요."
phishing_123, 세금환급형,1, 계좌 정보만 드리면 되나요?
phishing_123, 세금환급형,0," 네, 그리고 주민번호 뒷자리도 필요합니다."
phishing_123, 세금환급형,1, 잘 모르겠네요. 나중에 다시 연락드릴게요.
phishing_124, 세금환급형,0," OOO님, 안녕하세요. 세금 환급 관련하여 국세청에서 연락드립니다."
phishing_124, 세금환급형,1, 국세청이라고요? 무슨 일인가요?
phishing_124, 세금환급형,0," 300,000원의 환급금이 발생했습니다. 계좌 정보가 필요합니다."
phishing_124, 세금환급형,1, 갑자기요? 무슨 계좌 정보를 말씀하시는 건가요?
phishing_124, 세금환급형,0, 간단히 계좌번호와 주민번호 뒷자리만 주시면 됩니다.
phishing_124, 세금환급형,1, 이해가 안되네요. 직접 확인해보겠습니다.
phishing_125, 세금환급형,0," OOO님, 서울시청 세무과입니다. 세금 환급 안내드립니다."
phishing_125, 세금환급형,1, 서울시청에서요? 무슨 환급이죠?
phishing_125, 세금환급형,0," 작년 세금 정산으로 인해 180,000원 환급이 가능합니다."
phishing_125, 세금환급형,1, 어떻게 해야 환급받을 수 있나요?
phishing_125, 세금환급형,0, 계좌번호와 주민등록번호 뒷자리를 알려주셔야 합니다.
phishing_125, 세금환급형,1, 제 정보를 왜 전화로 알려드려야 하죠?
